,StateName,Plan_Shorthand,Year,BenefitsPerPerson
4359,California,Los Angeles ERS,2019,92552.86446204006
4360,California,Los Angeles ERS,2020,92724.9918540241
4361,California,Los Angeles ERS,2021,97558.20462319892
4362,California,Los Angeles ERS,2022,99470.46921668755
4364,California,Los Angeles Fire and Police,2000,87898.66783148676
4365,California,Los Angeles Fire and Police,2001,81348.15420454746
4366,California,Los Angeles Fire and Police,2002,74193.94256786244
4367,California,Los Angeles Fire and Police,2003,66348.54592004485
4368,California,Los Angeles Fire and Police,2004,57706.71456719625
4369,California,Los Angeles Fire and Police,2005,48140.68706819393
4370,California,Los Angeles Fire and Police,2006,52123.194325416516
4371,California,Los Angeles Fire and Police,2007,69470.49428983778
4372,California,Los Angeles Fire and Police,2008,71553.96163497595
4373,California,Los Angeles Fire and Police,2009,72108.72262804615
4374,California,Los Angeles Fire and Police,2010,73552.64178677881
4375,California,Los Angeles Fire and Police,2011,76008.90838529749
4376,California,Los Angeles Fire and Police,2012,81913.09212468167
4377,California,Los Angeles Fire and Police,2013,84366.78294633207
4378,California,Los Angeles Fire and Police,2014,84154.92909413793
4379,California,Los Angeles Fire and Police,2015,93042.59371273525
4380,California,Los Angeles Fire and Police,2016,103365.71265224095
4381,California,Los Angeles Fire and Police,2017,91840.35962017644
4382,California,Los Angeles Fire and Police,2018,98284.0444697607
4383,California,Los Angeles Fire and Police,2019,107946.3891012604
4384,California,Los Angeles Fire and Police,2020,113841.22289115585
4385,California,Los Angeles Fire and Police,2021,121333.11743707398
4386,California,Los Angeles Fire and Police,2022,127564.56962626889
4388,California,Los Angeles Water and Power,2000,32742.981027138325
4389,California,Los Angeles Water and Power,2001,33286.81126942986
4390,California,Los Angeles Water and Power,2002,35118.43609858603
4391,California,Los Angeles Water and Power,2003,35829.894473009495
4392,California,Los Angeles Water and Power,2004,36411.83778657695
4393,California,Los Angeles Water and Power,2005,38303.33113953521
4394,California,Los Angeles Water and Power,2006,39819.24017781325
4395,California,Los Angeles Water and Power,2007,41241.74641839337
4396,California,Los Angeles Water and Power,2008,43160.796129916496
4397,California,Los Angeles Water and Power,2009,43593.024247141504
4398,California,Los Angeles Water and Power,2010,45395.57818360265
4399,California,Los Angeles Water and Power,2011,48149.73981425635
4400,California,Los Angeles Water and Power,2012,50425.43045167104
4401,California,Los Angeles Water and Power,2013,53953.71520678558
4402,California,Los Angeles Water and Power,2014,57808.90489472017
4403,California,Los Angeles Water and Power,2015,60626.21094496213
4404,California,Los Angeles Water and Power,2016,63396.57850261099
4405,California,Los Angeles Water and Power,2017,67181.77650549835
4406,California,Los Angeles Water and Power,2018,69661.3498562697
4407,California,Los Angeles Water and Power,2019,74640.50770039312
4408,California,Los Angeles Water and Power,2020,79428.9587484971
4409,California,Los Angeles Water and Power,2021,84959.05866765781
4410,California,Los Angeles Water and Power,2022,89544.65390135061
4412,California,Orange County ERS,2000,18888.933002428497
4413,California,Orange County ERS,2001,20522.893805055442
4414,California,Orange County ERS,2002,21982.44433296029
4415,California,Orange County ERS,2003,25263.380389514947
4416,California,Orange County ERS,2004,29270.725371923705
4417,California,Orange County ERS,2005,30688.560588224642
4418,California,Orange County ERS,2006,34033.00855317898
4419,California,Orange County ERS,2007,36246.44083064163
4420,California,Orange County ERS,2008,42308.988082266675
4421,California,Orange County ERS,2009,45732.80929684296
4422,California,Orange County ERS,2010,47448.69020085516
4423,California,Orange County ERS,2011,49666.893818145436
4424,California,Orange County ERS,2012,52314.24051783245
4425,California,Orange County ERS,2013,53962.27790488995
4426,California,Orange County ERS,2014,55675.93875651639
4427,California,Orange County ERS,2015,56666.45594617257
4428,California,Orange County ERS,2016,58946.7301877342
4429,California,Orange County ERS,2017,60365.939650052176
4430,California,Orange County ERS,2018,64668.434636812504
4431,California,Orange County ERS,2019,67850.00645301885
4432,California,Orange County ERS,2020,72202.65341271352
4433,California,Orange County ERS,2021,74863.67804881964
4436,California,Sacramento County ERS,2000,12402.107247606047
4437,California,Sacramento County ERS,2001,12930.063531879021
4438,California,Sacramento County ERS,2002,14239.94467020065
4439,California,Sacramento County ERS,2003,15629.238044174106
4440,California,Sacramento County ERS,2004,19173.584194095834
4441,California,Sacramento County ERS,2005,22157.02251070294
4442,California,Sacramento County ERS,2006,24256.385726085548
4443,California,Sacramento County ERS,2007,25929.32269202698
4444,California,Sacramento County ERS,2008,27710.88002298771
4445,California,Sacramento County ERS,2009,29532.872281637032
4446,California,Sacramento County ERS,2010,32640.550844802397
4447,California,Sacramento County ERS,2011,35930.707063988295
4448,California,Sacramento County ERS,2012,38293.97768175595
4449,California,Sacramento County ERS,2013,39255.233152670095
4450,California,Sacramento County ERS,2014,42712.94437404386
4451,California,Sacramento County ERS,2015,45941.99191677719
4452,California,Sacramento County ERS,2016,49754.28163541219
4453,California,Sacramento County ERS,2017,52477.663107079024
4454,California,Sacramento County ERS,2018,56501.82362206188
4455,California,Sacramento County ERS,2019,60607.084427605805
4456,California,Sacramento County ERS,2020,63670.18259802627
4457,California,Sacramento County ERS,2021,66304.21803565763
4458,California,Sacramento County ERS,2022,68091.46406132674
4460,California,San Diego City ERS,2000,8123.2522635148525
4461,California,San Diego City ERS,2001,10488.351077610117
4462,California,San Diego City ERS,2002,12060.025698804813
4463,California,San Diego City ERS,2003,15591.813396771198
4464,California,San Diego City ERS,2004,18639.861541320308
4465,California,San Diego City ERS,2005,22588.535972971073
4466,California,San Diego City ERS,2006,29028.087201547274
4467,California,San Diego City ERS,2007,34295.41659241735
4468,California,San Diego City ERS,2008,40326.228926507596
4469,California,San Diego City ERS,2009,45883.60307274263
4470,California,San Diego City ERS,2010,49834.15793711696
4471,California,San Diego City ERS,2011,54747.51415495711
4472,California,San Diego City ERS,2012,60267.30857617265
4473,California,San Diego City ERS,2013,63927.39192317253
4474,California,San Diego City ERS,2014,70902.34721403108
4475,California,San Diego City ERS,2015,75632.47861653194
4476,California,San Diego City ERS,2016,80999.30199110231
4477,California,San Diego City ERS,2017,87076.39588860326
4478,California,San Diego City ERS,2018,91870.99861157025
4479,California,San Diego City ERS,2019,95687.64139993452
4480,California,San Diego City ERS,2020,99773.82855630615
4481,California,San Diego City ERS,2021,63420.35781020024
4482,California,San Diego City ERS,2022,81768.48599091766
4484,California,San Diego County,2000,15521.651005625177
4485,California,San Diego County,2001,16432.12983411227
4486,California,San Diego County,2002,18825.70705782859
4487,California,San Diego County,2003,21440.557065217392
4488,California,San Diego County,2004,23635.320616368677
4489,California,San Diego County,2005,25711.15208890974
4490,California,San Diego County,2006,29452.868651412253
4491,California,San Diego County,2007,31267.791738848482
4492,California,San Diego County,2008,35421.32481952985
4493,California,San Diego County,2009,40898.57262606109
4494,California,San Diego County,2010,41778.913556584856
4495,California,San Diego County,2011,46067.54277392423
4496,California,San Diego County,2012,50505.09685165218
4497,California,San Diego County,2013,55586.58786859445
4498,California,San Diego County,2014,56933.9922614259
4499,California,San Diego County,2015,58279.54626189889
4500,California,San Diego County,2016,61142.80192374879
4501,California,San Diego County,2017,61800.12909870248
4502,California,San Diego County,2018,64084.93676214259
4503,California,San Diego County,2019,67777.20139162672
4504,California,San Diego County,2020,70864.83625680463
4505,California,San Diego County,2021,72722.63929664523
4506,California,San Diego County,2022,84617.43982370112
4508,California,San Francisco City & County,2000,73739.40238277457
4509,California,San Francisco City & County,2001,67554.57942500548
4510,California,San Francisco City & County,2002,60777.29708229044
4511,California,San Francisco City & County,2003,53318.14313672019
4512,California,San Francisco City & County,2004,45068.76056934045
4513,California,San Francisco City & County,2005,52394.17225707449
4514,California,San Francisco City & County,2006,60714.67844852437
4515,California,San Francisco City & County,2007,69217.89492100872
4516,California,San Francisco City & County,2008,79796.85547667446
4517,California,San Francisco City & County,2009,92302.59172979274
4518,California,San Francisco City & County,2010,109258.20413798251
4519,California,San Francisco City & County,2011,132284.10046231275
4520,California,San Francisco City & County,2012,156323.66412213742
4521,California,San Francisco City & County,2013,156197.2430569633
4522,California,San Francisco City & County,2014,152950.82270290257
4523,California,San Francisco City & County,2015,144830.9162821358
4524,California,San Francisco City & County,2016,141663.59377361342
4525,California,San Francisco City & County,2017,134725.37596531634
4526,California,San Francisco City & County,2018,130885.6333866798
4527,California,San Francisco City & County,2019,126959.26383121984
4528,California,San Francisco City & County,2020,127561.08883730746
4529,California,San Francisco City & County,2021,126414.86191138485
4530,California,San Francisco City & County,2022,44273.46689577784
4532,Colorado,Denver ERS,2000,4406.815927970971
4533,Colorado,Denver ERS,2001,4843.027036480464
4534,Colorado,Denver ERS,2002,5285.57715082926
4535,Colorado,Denver ERS,2003,5650.656000351347
4536,Colorado,Denver ERS,2004,6248.073752768179
4537,Colorado,Denver ERS,2005,6943.171260920589
4538,Colorado,Denver ERS,2006,7730.3954431248385
4539,Colorado,Denver ERS,2007,8585.204815973748
4540,Colorado,Denver ERS,2008,9465.935177837964
4541,Colorado,Denver ERS,2009,10189.802735107609
4542,Colorado,Denver ERS,2010,11650.0701438809
4543,Colorado,Denver ERS,2011,12018.147780717545
4544,Colorado,Denver ERS,2012,12921.775793435905
4545,Colorado,Denver ERS,2013,14102.006106518289
4546,Colorado,Denver ERS,2014,15275.802113909962
4547,Colorado,Denver ERS,2015,16461.24309531213
4548,Colorado,Denver ERS,2016,17460.59431298999
4549,Colorado,Denver ERS,2017,18816.962789832323
4550,Colorado,Denver ERS,2018,20223.555487679267
4551,Colorado,Denver ERS,2019,21347.54872313743
4552,Colorado,Denver ERS,2020,24069.94514931575
4553,Colorado,Denver ERS,2021,25139.919323978072
4560,Connecticut,Hartford MERF,2004,12882.432130147432
4561,Connecticut,Hartford MERF,2005,13895.1602337049
4562,Connecticut,Hartford MERF,2006,14982.274577510383
4563,Connecticut,Hartford MERF,2007,15330.8163640912
4564,Connecticut,Hartford MERF,2008,16648.95060217569
4565,Connecticut,Hartford MERF,2009,17400.945808489847
4566,Connecticut,Hartford MERF,2010,18176.236499438775
4567,Connecticut,Hartford MERF,2011,19524.495702633685
4568,Connecticut,Hartford MERF,2012,20231.201326610033
4569,Connecticut,Hartford MERF,2013,20795.071326662237
4570,Connecticut,Hartford MERF,2014,21467.913807618923
4571,Connecticut,Hartford MERF,2015,23004.5195518832
4572,Connecticut,Hartford MERF,2016,23930.26707830078
4573,Connecticut,Hartford MERF,2017,25646.62495231221
4574,Connecticut,Hartford MERF,2018,27401.781106879298
4575,Connecticut,Hartford MERF,2019,28655.35288319369
4576,Connecticut,Hartford MERF,2020,29431.475256973034
4577,Connecticut,Hartford MERF,2021,30254.952716096122
4580,Florida,Jacksonville ERS,2000,36485.68706425286
4581,Florida,Jacksonville ERS,2001,38886.316424032564
4582,Florida,Jacksonville ERS,2002,40998.527098791164
4583,Florida,Jacksonville ERS,2003,43092.54955829728
4584,Florida,Jacksonville ERS,2004,45297.85696494004
4585,Florida,Jacksonville ERS,2005,47474.998277224135
4586,Florida,Jacksonville ERS,2006,49476.620687899565
4587,Florida,Jacksonville ERS,2007,52106.00314173259
4588,Florida,Jacksonville ERS,2008,54646.21454403786
4589,Florida,Jacksonville ERS,2009,57365.3546286491
4590,Florida,Jacksonville ERS,2010,59993.035273197274
4591,Florida,Jacksonville ERS,2011,63283.201993663104
4592,Florida,Jacksonville ERS,2012,66855.61158915433
4593,Florida,Jacksonville ERS,2013,70517.06460152136
4594,Florida,Jacksonville ERS,2014,74407.42668349152
4595,Florida,Jacksonville ERS,2015,78895.39480950817
4596,Florida,Jacksonville ERS,2016,77886.1411478851
4597,Florida,Jacksonville ERS,2017,82965.11760636908
4598,Florida,Jacksonville ERS,2018,88036.27247125084
4599,Florida,Jacksonville ERS,2019,92603.48064942552
4600,Florida,Jacksonville ERS,2020,100050.67044151963
4601,Florida,Jacksonville ERS,2021,105922.50647139754
4604,Florida,Miami Fire and Police,2000,26806.980298115766
4605,Florida,Miami Fire and Police,2001,28971.925169985207
4606,Florida,Miami Fire and Police,2002,32393.02130183363
4607,Florida,Miami Fire and Police,2003,37188.4846145749
4608,Florida,Miami Fire and Police,2004,45480.69888779542
4609,Florida,Miami Fire and Police,2005,61226.86889707058
4610,Florida,Miami Fire and Police,2006,69590.689408552
4611,Florida,Miami Fire and Police,2007,78411.5540476863
4612,Florida,Miami Fire and Police,2008,92247.82821643077
4613,Florida,Miami Fire and Police,2009,111934.03512786765
4614,Florida,Miami Fire and Police,2010,150050.26225182594
4615,Florida,Miami Fire and Police,2011,206479.2516016307
4616,Florida,Miami Fire and Police,2012,242413.03887075558
4617,Florida,Miami Fire and Police,2013,289666.9689641269
4618,Florida,Miami Fire and Police,2014,358466.8491772731
4619,Florida,Miami Fire and Police,2015,462544.22604814224
4620,Florida,Miami Fire and Police,2016,651422.1356085412
4621,Florida,Miami Fire and Police,2017,1119406.3982300884
4622,Florida,Miami Fire and Police,2018,1038200.8015873015
4623,Florida,Miami Fire and Police,2019,1024810.0234375
4624,Florida,Miami Fire and Police,2020,966340.4265734266
4625,Florida,Miami Fire and Police,2021,957993.4662162162
4626,Florida,Miami Fire and Police,2022,733765.9059296275
4628,Georgia,Atlanta ERS,2000,191022.1922638183
4629,Georgia,Atlanta ERS,2001,164260.4191403467
4630,Georgia,Atlanta ERS,2002,150942.3622129165
4631,Georgia,Atlanta ERS,2003,158413.72975975557
4632,Georgia,Atlanta ERS,2004,123300.83123110601
4633,Georgia,Atlanta ERS,2005,115723.29203019498
4635,Georgia,Atlanta ERS,2007,210920.0141586495
4636,Georgia,Atlanta ERS,2008,139769.60649819495
4637,Georgia,Atlanta ERS,2009,133493.7208047483
4638,Georgia,Atlanta ERS,2010,146038.82715510976
4639,Georgia,Atlanta ERS,2011,147941.91742477258
4640,Georgia,Atlanta ERS,2012,158465.9656103453
4641,Georgia,Atlanta ERS,2013,147072.04794695228
4642,Georgia,Atlanta ERS,2014,136053.62451406356
4643,Georgia,Atlanta ERS,2015,126504.52861259777
4644,Georgia,Atlanta ERS,2016,122172.79800211314
4645,Georgia,Atlanta ERS,2017,103990.9142532652
4646,Georgia,Atlanta ERS,2018,149223.3434241507
4647,Georgia,Atlanta ERS,2019,143089.36651583712
4648,Georgia,Atlanta ERS,2020,138886.17021276595
4649,Georgia,Atlanta ERS,2021,142939.06420021763
4652,Georgia,Atlanta Police,2000,25642.01088696766
4653,Georgia,Atlanta Police,2001,30167.422867513615
4654,Georgia,Atlanta Police,2002,36071.16059542539
4655,Georgia,Atlanta Police,2003,41171.98443579767
4656,Georgia,Atlanta Police,2004,47361.18485398911
4657,Georgia,Atlanta Police,2005,59734.706238643244
4658,Georgia,Atlanta Police,2006,70724.83886960833
4659,Georgia,Atlanta Police,2007,84098.21753364861
4660,Georgia,Atlanta Police,2008,93502.69929221437
4661,Georgia,Atlanta Police,2009,120284.72950819672
4662,Georgia,Atlanta Police,2010,124651.2816091954
4663,Georgia,Atlanta Police,2011,69288.34355828221
4664,Georgia,Atlanta Police,2012,166368.60068259385
4665,Georgia,Atlanta Police,2013,196547.89272030653
4666,Georgia,Atlanta Police,2014,228665.23605150214
4667,Georgia,Atlanta Police,2015,255695.45454545456
4668,Georgia,Atlanta Police,2016,412572.4137931034
4669,Georgia,Atlanta Police,2017,525075.6302521009
4670,Georgia,Atlanta Police,2018,783154.7619047619
4671,Georgia,Atlanta Police,2019,1180491.5254237289
4672,Georgia,Atlanta Police,2020,2094657.142857143
4673,Georgia,Atlanta Police,2021,179298.00251934497
4676,Illinois,Chicago Municipal,2000,41607.53810312059
4677,Illinois,Chicago Municipal,2001,35858.18784184183
4678,Illinois,Chicago Municipal,2002,31875.766621824907
4679,Illinois,Chicago Municipal,2003,33381.21221757212
4680,Illinois,Chicago Municipal,2004,37636.32718808082
4681,Illinois,Chicago Municipal,2005,56266.62121110177
4682,Illinois,Chicago Municipal,2006,48106.01550420168
4683,Illinois,Chicago Municipal,2007,54515.20861982482
4684,Illinois,Chicago Municipal,2008,43148.573612276
4685,Illinois,Chicago Municipal,2009,41856.37714326709
4686,Illinois,Chicago Municipal,2010,40598.88526149133
4687,Illinois,Chicago Municipal,2011,45921.06602982242
4688,Illinois,Chicago Municipal,2012,46296.92482951428
4689,Illinois,Chicago Municipal,2013,46438.78319400716
4690,Illinois,Chicago Municipal,2014,44619.24658431721
4691,Illinois,Chicago Municipal,2015,44039.30220822649
4692,Illinois,Chicago Municipal,2016,44081.440355647486
4693,Illinois,Chicago Municipal,2017,43894.66573167653
4694,Illinois,Chicago Municipal,2018,45527.78497100611
4695,Illinois,Chicago Municipal,2019,44533.33473906563
4696,Illinois,Chicago Municipal,2020,42708.33215619291
4697,Illinois,Chicago Municipal,2021,41770.813970481264
4700,Illinois,Chicago Police,2000,47503.10687120184
4701,Illinois,Chicago Police,2001,49055.16659349989
4702,Illinois,Chicago Police,2002,49773.75686695449
4703,Illinois,Chicago Police,2003,50060.45980777048
4704,Illinois,Chicago Police,2004,51437.46216591777
4705,Illinois,Chicago Police,2005,52452.4438798115
4706,Illinois,Chicago Police,2006,52600.27384969724
4707,Illinois,Chicago Police,2007,52567.584196283315
4708,Illinois,Chicago Police,2008,52488.83431215888
4709,Illinois,Chicago Police,2009,52291.1589954602
4710,Illinois,Chicago Police,2010,53113.73412998612
4711,Illinois,Chicago Police,2011,54496.934365002475
4712,Illinois,Chicago Police,2012,56185.47602211524
4713,Illinois,Chicago Police,2013,57523.053900225845
4714,Illinois,Chicago Police,2014,57662.38681394386
4715,Illinois,Chicago Police,2015,57968.84583423909
4716,Illinois,Chicago Police,2016,58682.08830371727
4717,Illinois,Chicago Police,2017,60099.987717505894
4718,Illinois,Chicago Police,2018,60240.08148430535
4719,Illinois,Chicago Police,2019,60677.72207366061
4720,Illinois,Chicago Police,2020,61397.88278450395
4721,Illinois,Chicago Police,2021,61975.280152031395
4724,Illinois,Chicago Teachers,2000,27487.59319127001
4725,Illinois,Chicago Teachers,2001,29129.3128741894
4726,Illinois,Chicago Teachers,2002,33100.84311150983
4727,Illinois,Chicago Teachers,2003,32988.18163130059
4728,Illinois,Chicago Teachers,2004,33928.22532197587
4729,Illinois,Chicago Teachers,2005,36551.01700141755
4730,Illinois,Chicago Teachers,2006,38629.71201708206
4731,Illinois,Chicago Teachers,2007,41228.35874919916
4732,Illinois,Chicago Teachers,2008,44174.48648406049
4733,Illinois,Chicago Teachers,2009,45931.98232829916
4734,Illinois,Chicago Teachers,2010,46104.97863999844
4735,Illinois,Chicago Teachers,2011,46327.77778407347
4736,Illinois,Chicago Teachers,2012,48343.280852621545
4737,Illinois,Chicago Teachers,2013,51813.44160585016
4738,Illinois,Chicago Teachers,2014,51831.13262347293
4739,Illinois,Chicago Teachers,2015,50867.69171651504
4740,Illinois,Chicago Teachers,2016,51084.40592468237
4741,Illinois,Chicago Teachers,2017,51129.36761165823
4742,Illinois,Chicago Teachers,2018,46191.427045037286
4743,Illinois,Chicago Teachers,2019,45638.77654106786
4744,Illinois,Chicago Teachers,2020,45480.43792353919
4745,Illinois,Chicago Teachers,2021,45250.174190491234
4746,Illinois,Chicago Teachers,2022,46100.03574094533
4752,Illinois,Chicago Firemen,2004,5580.305831100259
4753,Illinois,Chicago Firemen,2005,6148.898386732971
4754,Illinois,Chicago Firemen,2006,6792.5594459857075
4755,Illinois,Chicago Firemen,2007,7262.3040495443265
4756,Illinois,Chicago Firemen,2008,7904.95623073465
4757,Illinois,Chicago Firemen,2009,8382.899773196084
4758,Illinois,Chicago Firemen,2010,9224.295174533745
4759,Illinois,Chicago Firemen,2011,9592.257819300838
4760,Illinois,Chicago Firemen,2012,10152.592357358586
4761,Illinois,Chicago Firemen,2013,11121.814637425468
4762,Illinois,Chicago Firemen,2014,11931.063314403093
4763,Illinois,Chicago Firemen,2015,12685.110488633112
4764,Illinois,Chicago Firemen,2016,13259.1888189651
4765,Illinois,Chicago Firemen,2017,14377.610081788103
4766,Illinois,Chicago Firemen,2018,15444.611708214294
4767,Illinois,Chicago Firemen,2019,16756.7327346686
4768,Illinois,Chicago Firemen,2020,17967.92126269472
4769,Illinois,Chicago Firemen,2021,19325.7411721318
4770,Illinois,Chicago Firemen,2022,20296.364549226935
4774,Illinois,Chicago Transit,2002,7339.078807950268
4775,Illinois,Chicago Transit,2003,8255.858939528505
4776,Illinois,Chicago Transit,2004,9162.794000039321
4777,Illinois,Chicago Transit,2005,9654.090523563384
4778,Illinois,Chicago Transit,2006,10079.20190670864
4779,Illinois,Chicago Transit,2007,10556.959757074213
4780,Illinois,Chicago Transit,2008,11131.958144767943
4781,Illinois,Chicago Transit,2009,11509.835114970594
4782,Illinois,Chicago Transit,2010,13010.165282330025
4783,Illinois,Chicago Transit,2011,13795.568427456541
4784,Illinois,Chicago Transit,2012,14563.207381197482
4785,Illinois,Chicago Transit,2013,15190.367517079467
4786,Illinois,Chicago Transit,2014,14762.434229130757
4787,Illinois,Chicago Transit,2015,15492.73845488687
4788,Illinois,Chicago Transit,2016,16317.849258278491
4789,Illinois,Chicago Transit,2017,16918.291992431197
4790,Illinois,Chicago Transit,2018,17518.033189999693
4791,Illinois,Chicago Transit,2019,18377.99720812268
4792,Illinois,Chicago Transit,2020,19432.296783459857
4793,Illinois,Chicago Transit,2021,20330.089050462426
4796,Illinois,Chicago Laborers,2000,4787.649909803754
4797,Illinois,Chicago Laborers,2001,4817.502711468741
4798,Illinois,Chicago Laborers,2002,5057.682558842214
4799,Illinois,Chicago Laborers,2003,5468.8079276596945
4800,Illinois,Chicago Laborers,2004,7031.172000119621
4801,Illinois,Chicago Laborers,2005,7600.129082540518
4802,Illinois,Chicago Laborers,2006,7839.934664698908
4803,Illinois,Chicago Laborers,2007,8188.957249144152
4804,Illinois,Chicago Laborers,2008,8697.7099861692
4805,Illinois,Chicago Laborers,2009,9586.968663652684
4806,Illinois,Chicago Laborers,2010,10420.998475125345
4807,Illinois,Chicago Laborers,2011,11392.903208228168
4808,Illinois,Chicago Laborers,2012,12361.331209404121
4809,Illinois,Chicago Laborers,2013,13210.197969555444
4810,Illinois,Chicago Laborers,2014,13947.964409981421
4811,Illinois,Chicago Laborers,2015,14751.98468233471
4812,Illinois,Chicago Laborers,2016,15584.085863806607
4813,Illinois,Chicago Laborers,2017,16529.62798451071
4814,Illinois,Chicago Laborers,2018,17488.607391341106
4815,Illinois,Chicago Laborers,2019,18574.641080783014
4816,Illinois,Chicago Laborers,2020,19893.914426786083
4817,Illinois,Chicago Laborers,2021,21035.22495119626
4818,Illinois,Chicago Laborers,2022,22937.717580022312
4820,Illinois,Chicago Water,2000,8545.437170499683
4821,Illinois,Chicago Water,2001,9717.445717124785
4822,Illinois,Chicago Water,2002,11628.336130528176
4823,Illinois,Chicago Water,2003,13464.870491442836
4824,Illinois,Chicago Water,2004,15640.292942115313
4825,Illinois,Chicago Water,2005,18342.521777607737
4826,Illinois,Chicago Water,2006,21732.572024450885
4827,Illinois,Chicago Water,2007,25889.733061508847
4828,Illinois,Chicago Water,2008,30625.50407748703
4829,Illinois,Chicago Water,2009,36680.24641984781
4830,Illinois,Chicago Water,2010,45530.67510722162
4831,Illinois,Chicago Water,2011,61649.63686119756
4832,Illinois,Chicago Water,2012,82403.28615080121
4833,Illinois,Chicago Water,2013,122244.12130709173
4834,Illinois,Chicago Water,2014,222839.7703700324
4835,Illinois,Chicago Water,2015,914555.5307692308
4836,Illinois,Chicago Water,2016,914751.4666666667
4837,Illinois,Chicago Water,2017,944282.394160584
4838,Illinois,Chicago Water,2018,1066422.220472441
4839,Illinois,Chicago Water,2019,1086443.7786259542
4840,Illinois,Chicago Water,2020,1132856.4166666667
4841,Illinois,Chicago Water,2021,1206236.5078125
4842,Illinois,Chicago Water,2022,955369.8975903614
4844,Illinois,Cook County ERS,2000,45972.876582033765
4845,Illinois,Cook County ERS,2001,32419.318604387256
4846,Illinois,Cook County ERS,2002,25671.29762156169
4847,Illinois,Cook County ERS,2003,30161.370789986042
4848,Illinois,Cook County ERS,2004,27422.834023755244
4849,Illinois,Cook County ERS,2005,27927.315734337764
4850,Illinois,Cook County ERS,2006,27336.826349368694
4851,Illinois,Cook County ERS,2007,28589.804841781337
4852,Illinois,Cook County ERS,2008,28909.03773845972
4853,Illinois,Cook County ERS,2009,31543.129697036802
4854,Illinois,Cook County ERS,2010,32851.93909957308
4855,Illinois,Cook County ERS,2011,34887.731339401515
4856,Illinois,Cook County ERS,2012,40274.43557778067
4857,Illinois,Cook County ERS,2013,40548.349983034306
4858,Illinois,Cook County ERS,2014,41937.8127274325
4859,Illinois,Cook County ERS,2015,45208.88802339974
4860,Illinois,Cook County ERS,2016,45252.982302632
4861,Illinois,Cook County ERS,2017,45838.57739449071
4862,Illinois,Cook County ERS,2018,47764.40859006879
4863,Illinois,Cook County ERS,2019,49524.22867852711
4864,Illinois,Cook County ERS,2020,49260.11152127066
4865,Illinois,Cook County ERS,2021,35420.55556262505
4868,Louisiana,Baton Rouge City Parish RS,2000,2356.3946846580484
4869,Louisiana,Baton Rouge City Parish RS,2001,2911.3100968753783
4870,Louisiana,Baton Rouge City Parish RS,2002,3788.6630337468364
4871,Louisiana,Baton Rouge City Parish RS,2003,5296.793744323595
4872,Louisiana,Baton Rouge City Parish RS,2004,8244.968858123257
4873,Louisiana,Baton Rouge City Parish RS,2005,16121.68351688304
4874,Louisiana,Baton Rouge City Parish RS,2006,96957.73263565336
4875,Louisiana,Baton Rouge City Parish RS,2007,103878.41443538999
4876,Louisiana,Baton Rouge City Parish RS,2008,107249.02793527866
4877,Louisiana,Baton Rouge City Parish RS,2009,110638.73007694654
4878,Louisiana,Baton Rouge City Parish RS,2010,113510.76860163575
4879,Louisiana,Baton Rouge City Parish RS,2011,119095.25287091573
4880,Louisiana,Baton Rouge City Parish RS,2012,123570.59494745088
4881,Louisiana,Baton Rouge City Parish RS,2013,132917.2006366259
4882,Louisiana,Baton Rouge City Parish RS,2014,137714.75322548955
4883,Louisiana,Baton Rouge City Parish RS,2015,139799.30135524145
4884,Louisiana,Baton Rouge City Parish RS,2016,143657.0221924622
4885,Louisiana,Baton Rouge City Parish RS,2017,147066.4424940805
4886,Louisiana,Baton Rouge City Parish RS,2018,150798.40479452055
4887,Louisiana,Baton Rouge City Parish RS,2019,153971.01388250437
4888,Louisiana,Baton Rouge City Parish RS,2020,157888.8205439534
4889,Louisiana,Baton Rouge City Parish RS,2021,160882.51345917236
4892,Maryland,Baltimore Fire and Police,2000,161578.50389260388
4893,Maryland,Baltimore Fire and Police,2001,149104.01717034457
4894,Maryland,Baltimore Fire and Police,2002,147574.47007325833
4895,Maryland,Baltimore Fire and Police,2003,153399.65587452182
4896,Maryland,Baltimore Fire and Police,2004,176012.17568302774
4897,Maryland,Baltimore Fire and Police,2005,181633.11394844097
4898,Maryland,Baltimore Fire and Police,2006,175782.51993666953
4899,Maryland,Baltimore Fire and Police,2007,177715.69710329658
4900,Maryland,Baltimore Fire and Police,2008,185434.71772529613
4901,Maryland,Baltimore Fire and Police,2009,182115.53434950407
4902,Maryland,Baltimore Fire and Police,2010,191748.09854525363
4903,Maryland,Baltimore Fire and Police,2011,193083.83388910463
4904,Maryland,Baltimore Fire and Police,2012,187400.1527845963
4905,Maryland,Baltimore Fire and Police,2013,191448.99240309352
4906,Maryland,Baltimore Fire and Police,2014,191975.05733287235
4907,Maryland,Baltimore Fire and Police,2015,190691.87474393504
4908,Maryland,Baltimore Fire and Police,2016,201209.80456733736
4909,Maryland,Baltimore Fire and Police,2017,203536.28027885477
4910,Maryland,Baltimore Fire and Police,2018,202694.14489195205
4911,Maryland,Baltimore Fire and Police,2019,209298.48980335606
4912,Maryland,Baltimore Fire and Police,2020,209450.8350007948
4913,Maryland,Baltimore Fire and Police,2021,208650.5017585342
4914,Maryland,Baltimore Fire and Police,2022,211725.14776728474
4916,Maryland,Montgomery County Maryland ERS,2000,52824.44072268879
